product,created_at,core_product_type,modifier,creator,department,occasion,color,material,product_name,content,origin,UoM,time,condition,quantity,shape,product_number,price,ts,attribute,core_product_type_string
Fashion Accessories,Mon Nov 20 23:14:12 +0000 2023,['accessories'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-11-20 23:14:12,fashion accessories ,accessories 
Traditional Indian accessories,Sat Nov 18 06:11:06 +0000 2023,['accessories'],['traditional'],[],[],[],[],[],[],[],['indian'],[],[],[],[],[],[],[],2023-11-18 06:11:06,accessories ,accessories 
Fashion Cardigan from Shopee,Mon Nov 20 11:16:42 +0000 2023,['cardigan'],['fashion'],['shopee'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-11-20 11:16:42,fashion ,cardigan 
Fashion week official merchandise,Thu Nov 16 05:46:40 +0000 2023,['merchandise'],['official'],[],[],"['fashion', 'week']",[],[],[],[],[],[],[],[],[],[],[],[],2023-11-16 05:46:40,fashion ,merchandise 
Anime-themed accessories,Thu Nov 16 05:46:40 +0000 2023,['accessories'],"['-', 'themed']",[],[],[],[],[],[],['anime'],[],[],[],[],[],[],[],[],2023-11-16 05:46:40,accessories ,accessories 
Saree Draping Accessories,Wed Nov 15 10:59:17 +0000 2023,"['saree', 'draping', 'accessories']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-11-15 10:59:17,accessories ,saree draping accessories 
Fashion Week Swimwear,Thu Nov 16 13:02:13 +0000 2023,['swimwear'],[],['fashion'],[],['week'],[],[],[],[],[],[],[],[],[],[],[],[],2023-11-16 13:02:13,fashion ,swimwear 
Fashion Blogger Merchandise,Thu Nov 16 13:02:13 +0000 2023,['merchandise'],['fashion'],[],[],[],[],[],['blogger'],[],[],[],[],[],[],[],[],[],2023-11-16 13:02:13,fashion ,merchandise 
swimwear accessories,Wed Nov 15 13:02:26 +0000 2023,"['swimwear', 'accessories']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-11-15 13:02:26,accessories ,swimwear accessories 
fashion week memorabilia,Wed Nov 15 13:02:26 +0000 2023,['memorabilia'],[],[],[],"['fashion', 'week']",[],[],[],[],[],[],[],[],[],[],[],[],2023-11-15 13:02:26,fashion ,memorabilia 
fashion magazines featuring Miami Swim Week,Wed Nov 15 13:02:26 +0000 2023,['swim'],['fashion'],[],['magazines'],['week'],[],[],['featuring'],[],['miami'],[],[],[],[],[],[],[],2023-11-15 13:02:26,fashion ,swim 
Fashion photography package,Thu Nov 16 16:51:25 +0000 2023,['package'],['fashion'],[],[],['photography'],[],[],[],[],[],[],[],[],[],[],[],[],2023-11-16 16:51:25,fashion ,package 
Fashion show tickets,Thu Nov 16 16:51:25 +0000 2023,['tickets'],[],[],[],"['fashion', 'show']",[],[],[],[],[],[],[],[],[],[],[],[],2023-11-16 16:51:25,fashion ,tickets 
fashion nail stickers,Thu Nov 16 18:35:23 +0000 2023,"['nail', 'stickers']",['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-11-16 18:35:23,fashion ,nail stickers 
Artistic Fashion Accessories,Wed Nov 15 14:39:54 +0000 2023,['accessories'],"['artistic', 'fashion']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-11-15 14:39:54,fashion accessories ,accessories 
high-fashion hats,Thu Nov 16 02:01:36 +0000 2023,['hats'],"['high', 'fashion']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-11-16 02:01:36,fashion ,hats 
fashion editorial prints,Thu Nov 16 02:01:36 +0000 2023,['prints'],['fashion'],['editorial'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-11-16 02:01:36,fashion ,prints 
fashion week merchandise,Fri Nov 17 02:01:33 +0000 2023,['merchandise'],[],[],[],"['fashion', 'week']",[],[],[],[],[],[],[],[],[],[],[],[],2023-11-17 02:01:33,fashion ,merchandise 
fashion show tickets,Fri Nov 17 02:01:33 +0000 2023,['tickets'],[],[],[],"['fashion', 'show']",[],[],[],[],[],[],[],[],[],[],[],[],2023-11-17 02:01:33,fashion ,tickets 
Bollywood Celebrity Fashion Collection,Thu Nov 16 12:23:45 +0000 2023,['collection'],['fashion'],['celebrity'],[],[],[],[],[],[],['bollywood'],[],[],[],[],[],[],[],2023-11-16 12:23:45,fashion ,collection 
Trendy Accessories,Thu Nov 16 12:23:45 +0000 2023,['accessories'],['trendy'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-11-16 12:23:45,accessories ,accessories 
fashion accessories,Thu Nov 16 23:00:00 +0000 2023,['accessories'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-11-16 23:00:00,fashion accessories ,accessories 
virtual fashion clothing,Tue Nov 14 21:18:33 +0000 2023,['clothing'],"['virtual', 'fashion']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-11-14 21:18:33,fashion ,clothing 
Second Life avatar accessories,Tue Nov 14 21:18:33 +0000 2023,['accessories'],[],"['second', 'avatar']",[],[],[],[],['life'],[],[],[],[],[],[],[],[],[],2023-11-14 21:18:33,accessories ,accessories 
Fashion Apparel,Thu Nov 16 22:00:03 +0000 2023,[],['fashion'],[],['apparel'],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-11-16 22:00:03,fashion ,
Fashion lighting equipment,Thu Nov 16 02:21:06 +0000 2023,"['lighting', 'equipment']",['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-11-16 02:21:06,fashion ,lighting equipment 
Fashion photography books,Thu Nov 16 02:21:06 +0000 2023,['books'],['fashion'],[],[],['photography'],[],[],[],[],[],[],[],[],[],[],[],[],2023-11-16 02:21:06,fashion ,books 
Artistic lighting accessories,Thu Nov 16 02:21:06 +0000 2023,"['lighting', 'accessories']",['artistic'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-11-16 02:21:06,accessories ,lighting accessories 
Fashion Illustration Sketchbook,Wed Nov 15 09:58:56 +0000 2023,['sketchbook'],['fashion'],[],[],[],[],[],['illustration'],[],[],[],[],[],[],[],[],[],2023-11-15 09:58:56,fashion ,sketchbook 
fashion photography prints,Tue Nov 14 13:24:12 +0000 2023,['prints'],['fashion'],[],[],['photography'],[],[],[],[],[],[],[],[],[],[],[],[],2023-11-14 13:24:12,fashion ,prints 
NYC fashion guidebooks,Tue Nov 14 13:24:12 +0000 2023,[],[],[],[],['fashion'],[],[],['guidebooks'],[],['nyc'],[],[],[],[],[],[],[],2023-11-14 13:24:12,fashion ,
Fashion magazines featuring Deepika Padukone looks,Wed Nov 15 08:15:04 +0000 2023,['magazines'],['fashion'],"['featuring', 'deepika', 'padukone']",['looks'],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-11-15 08:15:04,fashion ,magazines 
ASOS Fashion Items,Wed Nov 08 15:12:57 +0000 2023,['items'],['fashion'],['asos'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-11-08 15:12:57,fashion ,items 
fashion accessories,Sat Nov 11 07:15:31 +0000 2023,['accessories'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-11-11 07:15:31,fashion accessories ,accessories 
fashion clothing,Fri Nov 10 16:39:03 +0000 2023,['clothing'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-11-10 16:39:03,fashion ,clothing 
winter accessories,Fri Nov 10 16:39:03 +0000 2023,['accessories'],[],[],[],['winter'],[],[],[],[],[],[],[],[],[],[],[],[],2023-11-10 16:39:03,accessories ,accessories 
elegant fashion accessories,Fri Nov 10 01:28:51 +0000 2023,['accessories'],"['elegant', 'fashion']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-11-10 01:28:51,fashion accessories ,accessories 
boat accessories,Fri Nov 10 01:28:51 +0000 2023,"['boat', 'accessories']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-11-10 01:28:51,accessories ,boat accessories 
vintage fashion clothing,Fri Nov 10 10:55:57 +0000 2023,['clothing'],['fashion'],[],[],[],[],[],[],[],[],[],[],['vintage'],[],[],[],[],2023-11-10 10:55:57,fashion ,clothing 
fashion photoshoot accessories,Fri Nov 10 10:55:57 +0000 2023,['accessories'],['fashion'],[],[],['photoshoot'],[],[],[],[],[],[],[],[],[],[],[],[],2023-11-10 10:55:57,fashion accessories ,accessories 
throwback fashion apparel,Fri Nov 10 10:55:57 +0000 2023,['apparel'],['fashion'],[],[],[],[],[],['throwback'],[],[],[],[],[],[],[],[],[],2023-11-10 10:55:57,fashion ,apparel 
Fashion Jewelry Set,Sat Nov 11 07:14:23 +0000 2023,['jewelry'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],['set'],[],[],[],2023-11-11 07:14:23,fashion ,jewelry 
Sao Paulo Fashion Week merchandise,Fri Nov 10 21:01:50 +0000 2023,['merchandise'],[],[],[],"['fashion', 'week']",[],[],[],[],"['sao', 'paulo']",[],[],[],[],[],[],[],2023-11-10 21:01:50,fashion ,merchandise 
fashion designer collections,Fri Nov 10 21:01:50 +0000 2023,[],['fashion'],"['designer', 'collections']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-11-10 21:01:50,fashion ,
fashion photography books,Fri Nov 10 21:01:50 +0000 2023,['books'],['fashion'],[],[],['photography'],[],[],[],[],[],[],[],[],[],[],[],[],2023-11-10 21:01:50,fashion ,books 
fashion accessories,Fri Nov 10 21:01:50 +0000 2023,['accessories'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-11-10 21:01:50,fashion accessories ,accessories 
fashion apparel,Fri Nov 10 23:00:00 +0000 2023,[],['fashion'],[],['apparel'],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-11-10 23:00:00,fashion ,
Saree Accessories,Tue Nov 07 04:28:46 +0000 2023,"['saree', 'accessories']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-11-07 04:28:46,accessories ,saree accessories 
women's fashion sweatshirt,Sat Nov 11 09:31:37 +0000 2023,['sweatshirt'],['fashion'],[],"['women', ""'"", 's']",[],[],[],[],[],[],[],[],[],[],[],[],[],2023-11-11 09:31:37,fashion ,sweatshirt 
fashion illustration prints,Wed Nov 08 22:37:07 +0000 2023,['prints'],['fashion'],[],[],[],[],[],['illustration'],[],[],[],[],[],[],[],[],[],2023-11-08 22:37:07,fashion ,prints 
Fashion Accessories for Women,Tue Jun 27 20:18:47 +0000 2023,['accessories'],['fashion'],[],['women'],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-06-27 20:18:47,fashion accessories ,accessories 
women's fashion tights,Thu Jun 08 23:46:31 +0000 2023,['tights'],['fashion'],[],"['women', ""'"", 's']",[],[],[],[],[],[],[],[],[],[],[],[],[],2023-06-08 23:46:31,fashion ,tights 
fashion photography prints,Thu Jun 08 23:46:31 +0000 2023,['prints'],['fashion'],[],[],['photography'],[],[],[],[],[],[],[],[],[],[],[],[],2023-06-08 23:46:31,fashion ,prints 
Fashion Bracelets,Sun Jun 25 22:14:15 +0000 2023,['bracelets'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-06-25 22:14:15,fashion ,bracelets 
fashion trend bags,Wed Jun 07 07:12:11 +0000 2023,['bags'],"['fashion', 'trend']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-06-07 07:12:11,fashion ,bags 
fashion sandals,Wed Jun 28 17:42:00 +0000 2023,['sandals'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-06-28 17:42:00,fashion ,sandals 
fashion bags,Sat Jun 03 16:45:14 +0000 2023,['bags'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-06-03 16:45:14,fashion ,bags 
fashion bags,Fri Jun 02 16:58:13 +0000 2023,['bags'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-06-02 16:58:13,fashion ,bags 
fashion handbags,Sat Jun 03 19:20:48 +0000 2023,['handbags'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-06-03 19:20:48,fashion ,handbags 
Women's Fashion Ensemble,Thu Jun 01 14:35:41 +0000 2023,['ensemble'],['fashion'],[],"['women', ""'"", 's']",[],[],[],[],[],[],[],[],[],[],[],[],[],2023-06-01 14:35:41,fashion ,ensemble 
Summer Fashion Fits,Thu Apr 27 19:52:57 +0000 2023,[],['fashion'],[],[],[],[],[],['fits'],[],[],[],['summer'],[],[],[],[],[],2023-04-27 19:52:57,fashion ,
fashion watch,Fri Apr 28 06:21:42 +0000 2023,['watch'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-04-28 06:21:42,fashion ,watch 
statement accessories,Thu Apr 27 18:17:23 +0000 2023,['accessories'],['statement'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-04-27 18:17:23,accessories ,accessories 
fashion accessories,Sat Apr 29 10:48:26 +0000 2023,['accessories'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-04-29 10:48:26,fashion accessories ,accessories 
historical costume accessories,Thu Apr 27 21:09:39 +0000 2023,"['costume', 'accessories']",['historical'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-04-27 21:09:39,accessories ,costume accessories 
Fashion Photography Print,Wed Apr 26 15:57:44 +0000 2023,[],"['fashion', 'print']",[],[],['photography'],[],[],[],[],[],[],[],[],[],[],[],[],2023-04-26 15:57:44,fashion ,
fashion magazines,Sat Apr 29 13:15:57 +0000 2023,['magazines'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-04-29 13:15:57,fashion ,magazines 
fashion sunglasses,Thu Apr 27 20:03:03 +0000 2023,['sunglasses'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-04-27 20:03:03,fashion ,sunglasses 
music-related fashion items,Sat Apr 29 23:24:28 +0000 2023,['items'],['related'],['music'],[],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],2023-04-29 23:24:28,fashion ,items 
Second Life fashion items,Wed Apr 26 17:02:46 +0000 2023,['items'],['fashion'],"['second', 'life']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-04-26 17:02:46,fashion ,items 
Second Life avatar accessories,Wed Apr 26 17:02:46 +0000 2023,['accessories'],[],"['second', 'avatar']",[],[],[],[],['life'],[],[],[],[],[],[],[],[],[],2023-04-26 17:02:46,accessories ,accessories 
chic outfit accessories,Wed Apr 26 12:08:00 +0000 2023,"['outfit', 'accessories']",['chic'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-04-26 12:08:00,accessories ,outfit accessories 
fashion blog merchandise,Wed Apr 26 12:08:00 +0000 2023,['merchandise'],['fashion'],[],[],[],[],[],['blog'],[],[],[],[],[],[],[],[],[],2023-04-26 12:08:00,fashion ,merchandise 
Fashion Design Materials,Sat Apr 29 11:00:14 +0000 2023,[],['fashion'],[],[],[],[],[],['design'],[],[],[],[],[],[],[],[],[],2023-04-29 11:00:14,fashion ,
Bridal Fashion Fabrics,Sat Apr 29 11:00:14 +0000 2023,[],['fashion'],[],[],['bridal'],[],['fabrics'],[],[],[],[],[],[],[],[],[],[],2023-04-29 11:00:14,fashion ,
fashion accessories,Sat Apr 29 03:25:59 +0000 2023,['accessories'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-04-29 03:25:59,fashion accessories ,accessories 
accessories for travel,Sat Apr 29 11:00:00 +0000 2023,['accessories'],[],[],[],['travel'],[],[],[],[],[],[],[],[],[],[],[],[],2023-04-29 11:00:00,accessories ,accessories 
Fikafuntimes Women's Fashion Discount Items,Fri Apr 28 16:37:38 +0000 2023,['items'],"['fashion', 'discount']",['fikafuntimes'],"['women', ""'"", 's']",[],[],[],[],[],[],[],[],[],[],[],[],[],2023-04-28 16:37:38,fashion ,items 
fashion blog subscription,Fri Apr 28 14:47:52 +0000 2023,[],[],[],[],['fashion'],[],[],['blog'],[],[],[],[],[],[],[],[],[],2023-04-28 14:47:52,fashion ,
fashion photography book,Thu Apr 27 17:59:09 +0000 2023,['book'],['fashion'],[],[],[],[],[],['photography'],[],[],[],[],[],[],[],[],[],2023-04-27 17:59:09,fashion ,book 
Urban Streetwear Accessories,Tue Apr 25 00:14:52 +0000 2023,['accessories'],[],"['urban', 'streetwear']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-04-25 00:14:52,accessories ,accessories 
Fashion Photography Prints,Tue Apr 25 00:14:52 +0000 2023,['prints'],['fashion'],[],[],['photography'],[],[],[],[],[],[],[],[],[],[],[],[],2023-04-25 00:14:52,fashion ,prints 
Latex Fashion Gloves,Tue Apr 25 00:14:52 +0000 2023,['gloves'],['fashion'],[],[],[],[],['latex'],[],[],[],[],[],[],[],[],[],[],2023-04-25 00:14:52,fashion ,gloves 
Amazon Fashion Haul Items,Tue Apr 25 15:49:31 +0000 2023,['items'],['fashion'],['amazon'],[],[],[],[],['haul'],[],[],[],[],[],[],[],[],[],2023-04-25 15:49:31,fashion ,items 
Accessories,Tue Apr 25 15:49:31 +0000 2023,['accessories'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-04-25 15:49:31,accessories ,accessories 
GQ fashion apparel,Tue Apr 25 12:40:26 +0000 2023,['apparel'],['fashion'],['gq'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-04-25 12:40:26,fashion ,apparel 
Men's fashion magazines,Mon Apr 24 13:04:00 +0000 2023,['magazines'],['fashion'],[],"['men', ""'"", 's']",[],[],[],[],[],[],[],[],[],[],[],[],[],2023-04-24 13:04:00,fashion ,magazines 
Photography accessories,Mon Apr 24 13:04:00 +0000 2023,['accessories'],[],[],[],['photography'],[],[],[],[],[],[],[],[],[],[],[],[],2023-04-24 13:04:00,accessories ,accessories 
Uorfi Javed fashion accessories,Wed Apr 26 06:16:31 +0000 2023,['accessories'],['fashion'],['uorfi'],[],[],[],[],['javed'],[],[],[],[],[],[],[],[],[],2023-04-26 06:16:31,fashion accessories ,accessories 
mythology-themed fashion accessories,Tue Apr 25 11:36:18 +0000 2023,['accessories'],['themed'],[],[],['fashion'],[],[],[],['mythology'],[],[],[],[],[],[],[],[],2023-04-25 11:36:18,fashion accessories ,accessories 
women's fashion inspired by mythology,Tue Apr 25 11:36:18 +0000 2023,[],[],[],"['women', ""'"", 's']",[],[],[],"['fashion', 'inspired']","['by', 'mythology']",[],[],[],[],[],[],[],[],2023-04-25 11:36:18,fashion ,
Spring fashion women's top,Wed Apr 26 04:47:59 +0000 2023,['top'],['fashion'],[],"['women', ""'"", 's']",[],[],[],[],[],[],[],['spring'],[],[],[],[],[],2023-04-26 04:47:59,fashion ,top 
fashion accessories inspired by OC,Tue Apr 25 12:37:58 +0000 2023,['accessories'],"['fashion', 'inspired']",['oc'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-04-25 12:37:58,fashion accessories ,accessories 
Fashion Handbag,Wed Apr 26 01:02:54 +0000 2023,['handbag'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-04-26 01:02:54,fashion ,handbag 
Second Life accessories,Mon Apr 24 16:29:42 +0000 2023,['accessories'],[],"['second', 'life']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-04-24 16:29:42,accessories ,accessories 
fashion photography prints,Tue Apr 25 02:48:33 +0000 2023,['prints'],['fashion'],[],[],['photography'],[],[],[],[],[],[],[],[],[],[],[],[],2023-04-25 02:48:33,fashion ,prints 
Fashion Heels,Wed Apr 26 09:15:09 +0000 2023,['heels'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-04-26 09:15:09,fashion ,heels 
Fashion accessories for lehenga,Wed Apr 26 06:17:57 +0000 2023,['accessories'],['fashion'],['lehenga'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-04-26 06:17:57,fashion accessories ,accessories 
fashion statement bag,Tue Apr 25 12:47:47 +0000 2023,['bag'],['fashion'],[],[],[],[],[],['statement'],[],[],[],[],[],[],[],[],[],2023-04-25 12:47:47,fashion ,bag 
fashion accessories,Sun Apr 23 02:22:52 +0000 2023,['accessories'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-04-23 02:22:52,fashion accessories ,accessories 
fashion blogger merchandise,Tue Apr 25 19:30:20 +0000 2023,['merchandise'],['fashion'],[],[],[],[],[],['blogger'],[],[],[],[],[],[],[],[],[],2023-04-25 19:30:20,fashion ,merchandise 
photography equipment for fashion,Tue Apr 25 19:30:20 +0000 2023,"['photography', 'equipment']",[],[],[],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],2023-04-25 19:30:20,fashion ,photography equipment 
Fashion podcast merchandise,Sun Apr 23 00:19:32 +0000 2023,['merchandise'],['fashion'],[],[],[],[],[],['podcast'],[],[],[],[],[],[],[],[],[],2023-04-23 00:19:32,fashion ,merchandise 
Fashion magazines,Sun Apr 23 00:19:32 +0000 2023,['magazines'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-04-23 00:19:32,fashion ,magazines 
fashion sneakers,Sat Apr 22 15:32:13 +0000 2023,['sneakers'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-04-22 15:32:13,fashion ,sneakers 
men's accessories,Sat Apr 22 15:32:13 +0000 2023,['accessories'],[],[],"['men', ""'"", 's']",[],[],[],[],[],[],[],[],[],[],[],[],[],2023-04-22 15:32:13,accessories ,accessories 
Second Life Fashion Accessories,Sat Apr 22 21:32:05 +0000 2023,['accessories'],['fashion'],"['second', 'life']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-04-22 21:32:05,fashion accessories ,accessories 
Virtual Fashion Items,Sat Apr 22 21:32:05 +0000 2023,"['fashion', 'items']",['virtual'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-04-22 21:32:05,fashion ,fashion items 
fashion accessories inspired by 70s style,Thu Apr 20 13:59:47 +0000 2023,['accessories'],['fashion'],[],[],[],[],[],[],[],[],[],"['70s', 'style']",['inspired'],[],[],[],[],2023-04-20 13:59:47,fashion accessories ,accessories 
fashion design books,Fri Apr 21 19:34:04 +0000 2023,['books'],['fashion'],[],[],['design'],[],[],[],[],[],[],[],[],[],[],[],[],2023-04-21 19:34:04,fashion ,books 
fashion workshop tickets,Fri Apr 21 19:34:04 +0000 2023,['tickets'],['fashion'],['workshop'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-04-21 19:34:04,fashion ,tickets 
Flower Hair Accessories,Sat Apr 22 04:53:52 +0000 2023,"['hair', 'accessories']",['flower'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-04-22 04:53:52,accessories ,hair accessories 
Actress Life Fashion Book,Sat Apr 22 04:53:52 +0000 2023,['book'],['fashion'],['actress'],[],[],[],[],[],['life'],[],[],[],[],[],[],[],[],2023-04-22 04:53:52,fashion ,book 
Fashion Photography Guidebook,Sat Apr 22 17:43:58 +0000 2023,['guidebook'],['fashion'],[],[],['photography'],[],[],[],[],[],[],[],[],[],[],[],[],2023-04-22 17:43:58,fashion ,guidebook 
Fikafuntimes Fashion Accessories,Sun Apr 23 00:03:47 +0000 2023,['accessories'],['fashion'],['fikafuntimes'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-04-23 00:03:47,fashion accessories ,accessories 
