,titles,core_product_type,modifier,color,condition,occasion,product_name,department,UoM,material,content,shape,quantity,time,creator
903,Waterproof Aquamarine Speaker for Outdoors,['speaker'],[],['aquamarine'],['waterproof'],['outdoors'],[],[],[],[],[],[],[],[],[]
904,Aquamarine Speaker with Wireless Charging,['speaker'],['wireless'],['aquamarine'],[],[],[],[],[],[],[],[],[],[],[]
905,Aquamarine Speaker with Built-in Microphone,"['speaker', 'microphone']","['built', 'in']",['aquamarine'],[],[],[],[],[],[],[],[],[],[],[]
906,High-Fidelity Aquamarine Speaker,['speaker'],['high'],['aquamarine'],[],[],[],[],[],[],[],[],[],[],[]
907,Aquamarine Speaker with Multi-Room Audio,['speaker'],[],['aquamarine'],[],[],[],[],[],[],[],[],[],[],[]
908,Aquamarine Speaker with Voice Assistant Integration,['speaker'],['voice'],['aquamarine'],[],[],[],[],[],[],[],[],[],[],[]
909,Aquamarine Speaker with Customizable Sound Profiles,['speaker'],['customizable'],['aquamarine'],[],[],[],[],[],[],[],[],[],[],[]
910,Aquamarine Speaker with Bluetooth Functionality,['speaker'],"['bluetooth', 'functionality']",['aquamarine'],[],[],[],[],[],[],[],[],[],[],[]
911,Portable Aquamarine Speaker with Water Resistance,['speaker'],"['portable', 'water', 'resistance']",['aquamarine'],[],[],[],[],[],[],[],[],[],[],[]
912,Aquamarine Speaker with LED Light Show,['speaker'],['led'],['aquamarine'],[],[],[],[],[],[],[],[],[],[],[]
913,High-Fidelity Aquamarine Speaker,['speaker'],['high'],['aquamarine'],[],[],[],[],[],[],[],[],[],[],[]
914,Aquamarine Speaker with Voice Assistant Integration,['speaker'],['voice'],['aquamarine'],[],[],[],[],[],[],[],[],[],[],[]
915,Aquamarine Speaker with Long Battery Life,['speaker'],['long'],['aquamarine'],[],[],[],[],[],[],[],[],[],[],[]
916,Mini Aquamarine Speaker for Travel,['speaker'],[],['aquamarine'],[],['travel'],[],[],['mini'],[],[],[],[],[],[]
917,Aquamarine Speaker with Enhanced Bass,['speaker'],['enhanced'],['aquamarine'],[],[],[],[],[],[],[],[],[],[],[]
918,Aquamarine Speaker with Built-in Microphone,"['speaker', 'microphone']","['built', 'in']",['aquamarine'],[],[],[],[],[],[],[],[],[],[],[]
919,Wireless Aquamarine Speaker with Multi-Room Audio,['speaker'],"['wireless', 'audio']",['aquamarine'],[],[],[],[],[],[],[],[],[],[],[]
920,Aquamarine Bluetooth Speaker,['speaker'],['bluetooth'],['aquamarine'],[],[],[],[],[],[],[],[],[],[],[]
921,Portable Aquamarine Speaker,['speaker'],['portable'],['aquamarine'],[],[],[],[],[],[],[],[],[],[],[]
922,Aquamarine Speaker with LED Lights,['speaker'],[],['aquamarine'],[],[],[],[],[],[],[],[],[],[],[]
923,Aquamarine Wireless Speaker,['speaker'],['wireless'],['aquamarine'],[],[],[],[],[],[],[],[],[],[],[]
924,Aquamarine Outdoor Speaker,['speaker'],[],['aquamarine'],[],['outdoor'],[],[],[],[],[],[],[],[],[]
925,Aquamarine Speaker with Voice Assistant,['speaker'],[],['aquamarine'],[],[],[],['assistant'],[],[],[],[],[],[],[]
926,Aquamarine Speaker with Power Bank,['speaker'],"['power', 'bank']",['aquamarine'],[],[],[],[],[],[],[],[],[],[],[]
927,Aquamarine Waterproof Speaker,['speaker'],[],['aquamarine'],['waterproof'],[],[],[],[],[],[],[],[],[],[]
928,Aquamarine Mini Speaker,['speaker'],[],['aquamarine'],[],[],[],[],['mini'],[],[],[],[],[],[]
929,Aquamarine Speaker with Extended Battery Life,['speaker'],"['extended', 'life']",['aquamarine'],[],[],[],[],[],[],[],[],[],[],[]
930,Aquamarine Speaker with Bluetooth Connectivity,['speaker'],['bluetooth'],['aquamarine'],[],[],[],[],[],[],[],[],[],[],[]
931,Portable Aquamarine Speaker with Bass Boost,['speaker'],"['portable', 'bass', 'boost']",['aquamarine'],[],[],[],[],[],[],[],[],[],[],[]
932,Aquamarine Speaker with LED Light Show,['speaker'],['led'],['aquamarine'],[],[],[],[],[],[],[],[],[],[],[]
933,Water-resistant Aquamarine Speaker,['speaker'],"['water', '-']",['aquamarine'],[],[],[],[],[],[],[],[],[],[],[]
934,Aquamarine Speaker with Voice Assistant,['speaker'],[],['aquamarine'],[],[],[],['assistant'],[],[],[],[],[],[],[]
935,Aquamarine Speaker with Extra Long Battery,['speaker'],[],['aquamarine'],[],[],[],[],"['extra', 'long']",[],[],[],[],[],[]
936,Multi-room Aquamarine Speaker System,"['speaker', 'system']",[],['aquamarine'],[],[],[],[],[],[],[],[],[],[],[]
937,Aquamarine Speaker with FM Radio,[],[],['aquamarine'],[],[],['fm'],[],[],[],[],[],[],[],[]
938,Smart Aquamarine Speaker with App Control,['speaker'],['smart'],['aquamarine'],[],[],[],[],[],[],[],[],[],[],[]
939,Aquamarine Speaker with Wireless Charging,['speaker'],['wireless'],['aquamarine'],[],[],[],[],[],[],[],[],[],[],[]
940,Aquamarine Speaker with Bluetooth Connectivity,['speaker'],['bluetooth'],['aquamarine'],[],[],[],[],[],[],[],[],[],[],[]
941,Portable Aquamarine Speaker with Battery Backup,['speaker'],"['portable', 'backup']",['aquamarine'],[],[],[],[],[],[],[],[],[],[],[]
942,Aquamarine Speaker with LED Lights,['speaker'],[],['aquamarine'],[],[],[],[],[],[],[],[],[],[],[]
943,Water-resistant Aquamarine Speaker,['speaker'],"['water', '-']",['aquamarine'],[],[],[],[],[],[],[],[],[],[],[]
944,High-Definition Aquamarine Speaker,['speaker'],['high'],['aquamarine'],[],[],[],[],[],[],[],[],[],[],[]
945,Aquamarine Speaker with Voice Assistant,['speaker'],[],['aquamarine'],[],[],[],['assistant'],[],[],[],[],[],[],[]
946,Aquamarine Speaker with Built-in Microphone,"['speaker', 'microphone']","['built', 'in']",['aquamarine'],[],[],[],[],[],[],[],[],[],[],[]
947,Multi-room Aquamarine Speaker System,"['speaker', 'system']",[],['aquamarine'],[],[],[],[],[],[],[],[],[],[],[]
948,Aquamarine Speaker with Custom Sound Profiles,['speaker'],"['custom', 'sound']",['aquamarine'],[],[],[],[],[],[],[],[],[],[],[]
949,Aquamarine Speaker with Wireless Charging,['speaker'],['wireless'],['aquamarine'],[],[],[],[],[],[],[],[],[],[],[]
950,Aquamarine Speaker with LED Lights,['speaker'],[],['aquamarine'],[],[],[],[],[],[],[],[],[],[],[]
951,Portable Aquamarine Bluetooth Speaker,['speaker'],['portable'],['aquamarinetooth'],[],[],[],[],[],[],[],[],[],[],[]
952,Aquamarine Speaker with Enhanced Bass,['speaker'],['enhanced'],['aquamarine'],[],[],[],[],[],[],[],[],[],[],[]
953,Aquamarine Wireless Speaker with FM Radio,['speaker'],['wireless'],['aquamarine'],[],[],['fm'],[],[],[],[],[],[],[],[]
954,Aquamarine Speaker with Voice Assistant,['speaker'],[],['aquamarine'],[],[],[],['assistant'],[],[],[],[],[],[],[]
955,Aquamarine Waterproof Outdoor Speaker,['speaker'],[],['aquamarine'],['waterproof'],['outdoor'],[],[],[],[],[],[],[],[],[]
956,Aquamarine Speaker with Dual Charging Ports,"['speaker', 'charging']",['dual'],['aquamarine'],[],[],[],[],[],[],[],[],[],[],[]
957,Aquamarine Rechargeable Speaker with USB-C,['speaker'],"['rechargeable', 'usb', '-', 'c']",['aquamarine'],[],[],[],[],[],[],[],[],[],[],[]
958,Aquamarine Speaker with Extended Battery Life,['speaker'],"['extended', 'life']",['aquamarine'],[],[],[],[],[],[],[],[],[],[],[]
959,Aquamarine Smart Speaker with Home Integration,[],"['smart', 'home']",['aquamarine'],[],[],[],[],[],[],[],[],[],[],[]
960,Aquamarine Speaker with Bluetooth Connectivity,['speaker'],['bluetooth'],['aquamarine'],[],[],[],[],[],[],[],[],[],[],[]
961,Portable Aquamarine Speaker with USB Charging,['speaker'],"['portable', 'usb', 'charging']",['aquamarine'],[],[],[],[],[],[],[],[],[],[],[]
962,Aquamarine Speaker with LED Lights,['speaker'],[],['aquamarine'],[],[],[],[],[],[],[],[],[],[],[]
963,Waterproof Aquamarine Speaker,['speaker'],[],['aquamarine'],['waterproof'],[],[],[],[],[],[],[],[],[],[]
964,High-Fidelity Aquamarine Speaker,['speaker'],['high'],['aquamarine'],[],[],[],[],[],[],[],[],[],[],[]
965,Aquamarine Speaker with Built-in Microphone,"['speaker', 'microphone']","['built', 'in']",['aquamarine'],[],[],[],[],[],[],[],[],[],[],[]
966,Aquamarine Speaker with Voice Assistant,['speaker'],[],['aquamarine'],[],[],[],['assistant'],[],[],[],[],[],[],[]
967,Compact Aquamarine Speaker for Travel,['speaker'],['compact'],['aquamarine'],[],['travel'],[],[],[],[],[],[],[],[],[]
968,Aquamarine Speaker with Customizable Sound Settings,['speaker'],"['customizable', 'sound', 'settings']",['aquamarine'],[],[],[],[],[],[],[],[],[],[],[]
969,Multi-room Aquamarine Speaker System,"['speaker', 'system']",[],['aquamarine'],[],[],[],[],[],[],[],[],[],[],[]
970,Aquamarine Speaker with Bluetooth Connectivity,['speaker'],['bluetooth'],['aquamarine'],[],[],[],[],[],[],[],[],[],[],[]
971,Portable Aquamarine Speaker with Battery,['speaker'],"['portable', 'battery']",['aquamarine'],[],[],[],[],[],[],[],[],[],[],[]
972,Aquamarine Speaker with LED Lights,['speaker'],[],['aquamarine'],[],[],[],[],[],[],[],[],[],[],[]
973,Water-resistant Aquamarine Speaker,['speaker'],"['water', '-']",['aquamarine'],[],[],[],[],[],[],[],[],[],[],[]
974,Smart Aquamarine Speaker with Voice Control,['speaker'],"['smart', 'voice', 'control']",['aquamarine'],[],[],[],[],[],[],[],[],[],[],[]
975,Aquamarine Speaker with Enhanced Bass,['speaker'],['enhanced'],['aquamarine'],[],[],[],[],[],[],[],[],[],[],[]
976,Aquamarine Speaker with Built-in Microphone,"['speaker', 'microphone']","['built', 'in']",['aquamarine'],[],[],[],[],[],[],[],[],[],[],[]
977,Compact Aquamarine Speaker for Travel,['speaker'],['compact'],['aquamarine'],[],['travel'],[],[],[],[],[],[],[],[],[]
978,Aquamarine Speaker with Customizable Sound,['speaker'],"['customizable', 'sound']",['aquamarine'],[],[],[],[],[],[],[],[],[],[],[]
979,Aquamarine Speaker with USB Charging,['speaker'],"['usb', 'charging']",['aquamarine'],[],[],[],[],[],[],[],[],[],[],[]
980,Aquamarine Speaker with Bluetooth Connectivity,['speaker'],['bluetooth'],['aquamarine'],[],[],[],[],[],[],[],[],[],[],[]
981,Waterproof Aquamarine Speaker,['speaker'],[],['aquamarine'],['waterproof'],[],[],[],[],[],[],[],[],[],[]
982,Portable Aquamarine Speaker with Microphone,['speaker'],"['portable', 'microphone']",['aquamarine'],[],[],[],[],[],[],[],[],[],[],[]
983,High-Fidelity Aquamarine Speaker,['speaker'],['high'],['aquamarine'],[],[],[],[],[],[],[],[],[],[],[]
984,Aquamarine Speaker with LED Lights,['speaker'],[],['aquamarine'],[],[],[],[],[],[],[],[],[],[],[]
985,Aquamarine Speaker with Enhanced Bass,['speaker'],['enhanced'],['aquamarine'],[],[],[],[],[],[],[],[],[],[],[]
986,Aquamarine Wireless Speaker with Voice Assistant,['speaker'],['wireless'],['aquamarine'],[],[],[],['assistant'],[],[],[],[],[],[],[]
987,Rechargeable Aquamarine Speaker,['speaker'],['rechargeable'],['aquamarine'],[],[],[],[],[],[],[],[],[],[],[]
988,Aquamarine Speaker with USB-C Charging,"['speaker', 'charging']","['usb', 'c']",['aquamarine'],[],[],[],[],[],[],[],[],[],[],[]
989,Multi-room Aquamarine Speaker,['speaker'],[],['aquamarine'],[],[],[],[],[],[],[],[],[],[],[]
990,Aquamarine Speaker with Bluetooth Connectivity,['speaker'],['bluetooth'],['aquamarine'],[],[],[],[],[],[],[],[],[],[],[]
991,Portable Aquamarine Speaker with Extra Bass,['speaker'],"['portable', 'extra']",['aquamarine'],[],[],[],[],[],[],[],[],[],[],[]
992,Aquamarine Speaker with LED Lights,['speaker'],[],['aquamarine'],[],[],[],[],[],[],[],[],[],[],[]
993,Aquamarine Waterproof Speaker for Outdoors,['speaker'],[],['aquamarineproof'],[],['outdoors'],[],[],[],[],[],[],[],[],[]
994,Rechargeable Aquamarine Speaker with Long Battery Life,['speaker'],"['rechargeable', 'long']",['aquamarine'],[],[],[],[],[],[],[],[],[],[],[]
995,Aquamarine Speaker with Built-in Microphone,"['speaker', 'microphone']","['built', 'in']",['aquamarine'],[],[],[],[],[],[],[],[],[],[],[]
996,Smart Aquamarine Speaker with Voice Control,['speaker'],"['smart', 'voice', 'control']",['aquamarine'],[],[],[],[],[],[],[],[],[],[],[]
997,Aquamarine Home Theater Speaker System,"['theater', 'speaker', 'system']",[],['aquamarine'],[],[],[],[],[],[],[],[],[],[],[]
998,Compact Aquamarine Speaker for Travel,['speaker'],['compact'],['aquamarine'],[],['travel'],[],[],[],[],[],[],[],[],[]
999,High-Fidelity Aquamarine Speaker with Dolby Sound,['speaker'],"['high', 'dolby', 'sound']",['aquamarine'],[],[],[],[],[],[],[],[],[],[],[]
